Soil_Type,Crop_Type,Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Irrigation,Crop_Yield_tonnes_per_ha
Silty,Rice,1038.2,28.9,5.34,106.3,5.74,10.3,7.02,No,9.34
Clay,Wheat,1001.1,22.5,6.59,275.0,2.88,7.5,3.13,,9.3
Peaty,Barley,684.9,,6.23,142.0,3.76,10.1,12.66,No,7.73
Loamy,Wheat,421.4,27.6,6.54,104.1,3.75,11.0,,Yes,9.08
Clay,Soybean,1031.0,26.5,7.05,106.9,6.04,6.9,5.54,No,6.23
Sandy,Soybean,886.4,31.6,7.21,164.4,,7.4,0.65,No,5.91
Loamy,Barley,918.1,18.9,,83.3,6.11,7.8,1.76,Yes,8.85
Peaty,Wheat,587.7,19.2,,135.3,2.51,7.6,0.54,No,7.69
Loamy,Wheat,500.7,18.9,7.34,133.9,6.06,4.8,0.5,Yes,8.53
Sandy,Maize,955.5,25.8,7.78,70.6,5.1,6.8,,Yes,9.59
Silty,Wheat,648.0,22.8,,175.9,4.89,7.3,2.93,Yes,8.39
Peaty,Maize,1092.6,26.3,5.85,155.9,4.53,5.6,5.64,Yes,11.12
Loamy,Wheat,410.9,27.3,6.94,,5.96,9.1,4.12,No,8.36
Silty,Rice,,33.3,6.44,163.3,2.18,6.0,7.69,Yes,9.74
Loamy,Maize,979.3,23.3,5.78,198.2,3.74,9.3,3.94,No,11.66
Silty,Cotton,785.2,35.4,8.48,76.7,7.86,9.2,2.98,,5.32
Clay,Barley,1063.3,21.9,6.78,303.8,6.37,6.7,2.53,Yes,7.95
Loamy,Barley,855.2,18.5,6.2,148.0,,8.9,3.66,Yes,8.54
Clay,Barley,831.7,,5.51,100.4,4.41,6.6,2.93,No,6.74
Silty,Rice,573.4,22.5,7.18,210.8,1.89,7.7,3.05,No,8.99
Peaty,Wheat,370.0,23.4,6.68,152.0,4.13,8.4,0.72,Yes,8.4
Peaty,Soybean,834.9,17.8,6.02,,7.95,6.5,1.34,Yes,8.71
Clay,Wheat,875.4,,4.66,,6.54,7.1,11.9,No,6.85
Peaty,Barley,1109.8,21.6,6.29,58.2,5.84,6.6,5.78,,6.74
Sandy,Wheat,468.8,22.8,6.97,219.7,10.79,7.8,,Yes,8.21
Clay,Maize,1056.7,27.1,,241.7,7.73,9.2,2.15,Yes,11.09
Sandy,Cotton,334.0,28.1,6.14,194.9,7.82,5.8,2.76,No,5.88
Sandy,Soybean,626.6,21.1,7.0,,4.45,7.7,0.44,Yes,7.94
Loamy,Wheat,870.9,21.8,6.62,91.9,4.17,6.7,2.15,Yes,9.67
Sandy,Barley,606.0,27.6,6.44,286.7,5.45,5.8,1.71,Yes,7.12
Silty,Cotton,937.0,29.8,6.49,269.6,5.06,4.8,4.5,,7.4
Sandy,Barley,,21.7,6.09,150.7,5.75,6.8,2.6,Yes,8.63
Sandy,,646.4,22.5,7.22,50.0,5.48,7.3,2.07,No,7.03
Silty,Wheat,842.3,15.2,5.76,,3.56,8.7,0.66,Yes,8.93
Clay,Soybean,955.2,23.3,6.21,164.0,7.81,8.2,6.94,Yes,8.72
Silty,Wheat,846.5,31.4,8.06,182.2,2.21,6.5,13.7,No,7.32
Loamy,Barley,841.3,26.9,7.22,166.2,6.39,6.1,8.19,No,8.49
Peaty,Maize,,19.5,6.95,68.5,5.94,7.1,14.25,No,9.24
Peaty,Wheat,617.5,27.3,6.14,128.9,5.72,7.7,1.18,Yes,6.66
Peaty,Cotton,842.1,33.1,5.75,64.4,1.5,9.5,2.21,Yes,6.61
Loamy,Barley,688.8,25.4,6.98,152.9,7.28,7.6,,Yes,9.09
Loamy,Soybean,1104.7,18.6,7.01,147.8,5.59,6.6,0.31,No,7.48
Sandy,Soybean,1108.2,19.1,,230.5,1.62,8.1,1.69,No,6.67
Clay,Soybean,515.2,25.0,5.54,101.9,10.78,,1.55,No,5.92
Silty,Cotton,843.1,30.4,7.43,166.2,2.9,,1.69,No,6.95
Peaty,,967.9,21.5,5.81,141.2,6.61,6.9,0.95,No,8.54
,Wheat,871.3,20.1,6.3,220.1,7.58,7.6,0.76,Yes,8.27
Clay,Rice,1022.8,26.8,6.9,146.0,2.65,6.4,1.67,No,8.46
Loamy,Wheat,982.3,21.9,7.29,110.4,5.94,5.9,7.42,No,7.82
Clay,Wheat,799.4,20.9,5.95,107.8,3.46,8.5,21.65,Yes,9.11
Peaty,Rice,1040.6,27.1,7.11,198.5,9.38,5.8,4.05,No,9.2
Sandy,Rice,768.4,18.4,6.43,179.1,4.92,8.9,1.41,Yes,9.2
Sandy,Wheat,818.8,21.6,6.71,192.4,4.52,6.9,5.25,Yes,8.78
Loamy,Wheat,1167.6,32.7,6.67,151.2,4.46,9.2,0.72,No,7.72
,Barley,740.4,30.9,7.08,169.9,2.87,8.2,5.94,No,7.58
Silty,Soybean,694.6,32.5,6.03,211.2,8.04,6.9,1.86,No,6.77
Sandy,Barley,1044.9,24.7,7.45,271.7,4.7,6.1,0.97,Yes,7.07
Loamy,Soybean,651.1,24.1,6.95,271.7,,8.1,14.09,No,7.85
Clay,Soybean,587.4,27.8,5.52,122.7,7.74,7.9,2.84,Yes,7.56
Sandy,Soybean,1259.6,26.3,5.5,140.5,4.77,10.3,8.37,Yes,7.83
Peaty,Rice,1027.4,12.5,4.57,173.8,8.78,5.5,1.94,No,6.82
Sandy,Maize,1038.9,18.0,5.97,140.0,4.78,9.5,0.82,Yes,10.9
Silty,Barley,,24.2,6.5,80.9,3.91,5.3,5.03,Yes,8.08
Silty,Barley,499.3,25.0,5.53,106.9,,7.9,7.5,Yes,8.32
Peaty,Barley,925.5,30.6,5.92,100.0,5.68,9.6,6.28,Yes,7.53
Silty,Soybean,643.5,25.1,7.0,46.7,10.6,8.0,0.75,No,7.59
Silty,Cotton,503.2,24.3,6.46,209.0,1.2,10.9,5.67,,7.65
Loamy,Maize,595.7,23.7,6.38,58.6,4.23,10.1,3.89,No,10.75
Clay,Cotton,1199.8,24.0,6.3,163.3,7.29,7.7,0.6,Yes,7.83
Clay,Soybean,794.1,29.1,6.64,142.2,2.47,6.9,2.25,No,6.02
Peaty,Soybean,1191.0,26.7,7.54,187.1,,7.9,10.25,Yes,7.7
Clay,Cotton,774.3,,5.37,,,7.4,11.58,No,6.64
Silty,Rice,1206.7,27.5,6.76,198.0,6.5,5.1,1.31,No,8.81
Loamy,Barley,966.9,18.5,7.68,153.4,2.4,6.1,5.26,No,7.78
Sandy,Barley,1401.1,24.0,6.08,137.9,0.58,4.9,7.04,No,6.5
Clay,Maize,610.1,19.0,6.46,228.0,8.8,9.5,2.15,Yes,10.77
Clay,Cotton,556.4,25.2,6.57,231.9,4.83,7.6,1.72,Yes,6.92
Silty,Barley,296.7,30.1,5.84,271.6,4.68,7.1,2.08,No,6.09
Loamy,Maize,662.5,28.1,6.72,209.9,10.58,5.3,4.22,Yes,11.44
Clay,Maize,1226.2,21.0,6.99,174.6,2.39,8.3,3.17,Yes,10.38
Loamy,Soybean,867.5,21.3,7.21,185.8,2.25,9.0,6.53,No,7.55
Clay,Soybean,1099.8,16.0,6.32,131.3,5.02,6.5,,Yes,8.54
Clay,Maize,606.4,32.7,5.65,158.7,5.09,9.0,4.12,No,8.84
Clay,Wheat,630.0,21.6,7.49,188.7,,8.2,2.09,No,6.41
Peaty,Rice,1182.1,24.8,7.09,,5.65,8.1,1.57,No,8.92
Loamy,Wheat,631.3,21.6,5.47,258.3,7.39,6.3,1.75,Yes,8.61
Loamy,Maize,889.1,22.3,6.88,,4.43,4.1,2.4,No,10.27
Sandy,Barley,1297.1,17.5,6.63,117.8,4.14,7.7,25.58,Yes,7.89
Loamy,Soybean,1141.3,16.8,5.51,304.8,,5.0,,No,6.67
Peaty,,1104.8,18.9,8.03,,2.92,8.2,4.98,No,9.72
Peaty,Soybean,656.1,22.5,6.3,98.3,5.83,5.6,0.65,No,6.06
Loamy,Soybean,,26.1,7.28,170.5,5.98,5.9,1.68,No,7.75
Silty,Maize,1187.1,25.2,6.07,178.3,5.04,9.5,6.89,Yes,11.46
Silty,Cotton,780.3,20.0,7.02,,6.88,9.2,2.95,Yes,7.68
Clay,Soybean,880.6,33.3,5.52,217.0,5.71,8.0,,Yes,7.24
Silty,Soybean,738.8,21.9,5.54,171.5,,7.6,29.55,No,7.92
Sandy,Soybean,1141.0,34.2,7.25,185.5,3.81,4.7,2.82,Yes,7.1
Sandy,Wheat,627.3,28.3,6.95,53.1,10.6,8.3,2.09,No,6.3
Clay,Cotton,1340.6,26.0,7.75,94.0,,8.3,1.97,No,5.25
Silty,Rice,871.6,26.9,7.35,142.5,8.48,8.5,7.49,Yes,9.69
Peaty,Cotton,484.9,28.4,7.1,183.6,5.97,7.2,1.39,,5.7
Peaty,Rice,936.7,24.9,8.08,147.8,4.69,7.6,8.74,Yes,8.82
Loamy,Rice,737.7,28.6,6.87,197.4,9.82,8.1,3.26,No,9.77
Silty,Soybean,831.3,29.7,,130.4,9.0,5.9,1.54,No,6.93
Silty,Barley,781.2,29.7,6.06,36.1,8.54,5.0,1.24,Yes,7.63
Peaty,Barley,840.3,19.1,4.66,131.7,7.37,8.0,3.6,Yes,7.8
Loamy,Soybean,692.8,26.2,5.93,247.9,8.67,7.7,1.58,Yes,8.6
Peaty,Maize,968.1,21.3,6.3,133.3,3.0,7.6,2.03,Yes,11.11
Sandy,Wheat,1176.1,33.4,6.95,224.1,5.57,9.2,3.01,Yes,8.11
Peaty,Soybean,849.4,26.8,7.54,129.5,2.43,9.5,14.66,Yes,8.04
Silty,Barley,1014.3,34.3,6.22,179.9,6.29,8.0,2.2,No,7.8
Peaty,Soybean,509.0,20.1,6.75,241.3,4.36,6.1,5.29,No,8.09
Clay,Cotton,1165.3,24.1,6.99,200.7,4.5,8.7,1.57,No,5.47
Peaty,Cotton,1034.4,28.9,7.14,186.7,5.11,7.7,2.55,No,6.52
Clay,Cotton,767.4,,6.06,56.4,6.72,5.7,11.12,No,6.08
Peaty,Maize,762.4,23.4,6.12,,3.4,7.1,,No,10.78
Sandy,Rice,1408.5,22.7,5.28,188.5,6.15,8.3,4.14,No,7.61
Clay,Rice,716.2,33.7,5.33,237.2,6.79,7.7,1.35,No,7.25
Peaty,Wheat,,24.5,6.42,98.3,8.66,7.9,1.61,Yes,8.09
Sandy,Barley,1121.5,33.9,,120.9,0.0,7.2,1.56,Yes,6.17
Sandy,Soybean,543.1,22.4,7.1,170.9,,6.4,,Yes,7.16
Clay,Cotton,500.9,9.8,6.49,,4.62,10.5,2.77,No,5.75
Silty,Barley,872.7,28.8,7.57,192.8,5.52,10.3,2.6,No,7.93
Silty,Rice,547.9,,,121.4,2.36,8.5,1.89,Yes,8.52
Peaty,Maize,,33.9,6.47,137.4,8.32,8.0,1.2,Yes,10.53
Peaty,Maize,751.4,30.3,6.85,185.0,5.86,5.7,0.89,Yes,10.55
Loamy,Cotton,704.2,23.0,5.96,254.1,6.31,7.3,1.1,No,6.73
Peaty,Rice,1448.2,21.2,7.16,245.9,5.02,6.8,2.08,No,8.31
Silty,Maize,458.6,26.4,6.07,184.1,9.08,8.6,0.81,Yes,11.1
Peaty,Rice,1012.4,30.3,6.12,110.8,4.57,6.9,,Yes,8.19
Peaty,Wheat,670.1,,5.58,235.0,3.02,9.1,0.51,No,7.61
Clay,Maize,836.0,36.4,6.04,74.5,,9.3,22.74,Yes,9.25
Clay,Wheat,1248.8,15.9,5.86,201.9,0.0,9.0,1.02,,8.91
Sandy,Wheat,1053.2,18.0,6.65,86.1,3.59,6.0,0.91,No,6.89
Silty,Soybean,1514.4,23.6,7.53,230.4,3.14,9.0,1.22,Yes,7.8
Sandy,Maize,721.8,20.7,5.26,86.7,2.56,10.3,5.79,No,9.18
Silty,Barley,986.3,15.8,5.22,161.2,0.0,7.4,6.66,Yes,7.63
Sandy,Cotton,787.8,19.6,6.53,130.5,1.57,4.9,2.9,Yes,7.26
Clay,Maize,888.8,25.9,5.76,131.4,9.08,6.1,1.67,No,9.79
Clay,Soybean,,13.6,5.58,137.4,5.96,5.3,3.09,Yes,6.92
Silty,Soybean,932.5,25.7,6.42,187.4,0.0,8.6,,No,6.9
Silty,Soybean,1151.7,29.1,6.33,118.3,3.57,6.5,2.56,Yes,7.91
Clay,Barley,1001.6,,6.9,121.3,4.16,7.2,1.51,No,7.74
Peaty,Rice,615.0,19.1,8.17,140.9,5.45,8.8,6.23,Yes,9.46
Sandy,Soybean,,41.4,6.69,133.0,4.38,9.5,4.55,Yes,4.76
Clay,Cotton,507.4,24.0,7.1,149.0,9.04,9.6,1.48,Yes,6.91
Peaty,Barley,1011.1,22.0,5.47,200.3,7.78,7.8,4.56,No,7.33
Clay,Wheat,1241.1,26.7,7.42,108.9,4.0,7.4,6.31,No,7.57
Silty,Rice,777.6,27.6,7.07,150.3,1.31,8.6,1.49,Yes,9.78
Loamy,Cotton,946.0,34.2,5.55,282.4,8.65,5.3,3.16,Yes,7.36
Silty,Cotton,893.5,28.5,7.24,,6.47,10.8,2.05,Yes,7.65
Loamy,Cotton,1167.9,21.6,6.42,156.9,5.6,7.7,3.62,Yes,8.62
Loamy,Rice,850.0,32.5,6.3,,7.1,11.2,2.19,No,8.67
Clay,Cotton,,21.7,6.09,263.1,,7.3,4.48,No,6.05
Loamy,Soybean,1162.5,25.0,5.14,194.4,8.27,9.4,11.24,Yes,8.59
Sandy,Rice,554.2,28.5,7.01,266.7,2.16,7.4,0.76,Yes,8.22
Silty,Soybean,970.1,28.8,7.05,185.7,4.49,8.1,10.71,Yes,7.79
Peaty,Rice,455.4,29.6,7.44,119.0,6.32,9.0,7.14,No,8.29
Clay,Barley,706.2,15.3,,93.7,1.44,7.4,2.29,No,6.94
Silty,Soybean,1262.2,24.1,7.05,194.2,0.07,4.3,6.88,Yes,8.08
Peaty,Barley,1262.0,28.1,5.68,180.7,3.29,8.6,4.18,Yes,7.88
Loamy,Rice,1202.6,21.5,7.06,14.5,8.21,5.0,2.32,Yes,9.86
Loamy,Cotton,1378.3,15.7,5.38,151.6,6.23,5.2,4.4,,7.57
Clay,Maize,945.2,22.1,6.24,80.1,5.22,9.2,3.64,Yes,11.0
Clay,Maize,397.9,29.4,5.4,81.4,3.91,8.8,3.35,Yes,9.0
Silty,Rice,875.5,35.3,6.66,171.5,3.87,9.1,1.86,Yes,9.4
Peaty,Soybean,497.3,21.4,6.97,223.5,,6.9,4.53,No,6.64
Silty,Soybean,1139.6,26.6,5.34,134.6,9.43,8.9,0.94,No,6.5
Silty,Wheat,972.2,25.8,7.25,103.3,4.85,6.3,12.43,Yes,7.95
Silty,Rice,888.0,26.0,,218.1,6.5,8.4,6.75,No,7.81
Clay,Rice,938.9,33.7,6.89,100.7,3.84,6.0,3.37,Yes,7.95
,Wheat,,24.9,6.18,185.5,5.67,7.7,3.47,No,8.16
Clay,Rice,997.4,23.4,8.03,125.6,6.33,6.2,1.59,Yes,9.76
Sandy,Rice,1250.1,23.8,5.24,184.0,4.59,4.9,1.63,No,8.8
Clay,Rice,863.7,24.0,6.89,83.3,7.03,8.5,2.56,Yes,9.03
,Cotton,1160.7,28.0,7.23,198.4,2.62,4.3,7.54,Yes,7.09
Loamy,Rice,1067.7,20.1,7.54,218.5,0.9,7.8,7.83,No,9.7
Peaty,Cotton,794.2,,7.4,164.3,10.71,7.8,3.74,No,6.2
Clay,Maize,1151.2,21.8,6.54,257.1,8.03,9.3,,No,11.28
Peaty,Barley,1324.2,22.4,5.58,108.6,3.11,4.9,3.45,No,7.03
Clay,Cotton,912.8,28.0,7.72,10.1,5.06,9.8,9.04,Yes,6.37
Peaty,Wheat,805.8,24.2,4.55,234.5,4.23,7.5,15.29,No,7.05
Silty,Soybean,610.3,32.5,8.11,73.9,4.96,8.2,3.62,No,6.14
Loamy,Soybean,986.3,27.4,6.93,,5.92,10.2,0.91,Yes,8.4
Silty,Barley,803.0,29.5,6.63,135.8,3.34,7.7,0.76,No,7.57
,Wheat,905.9,25.0,6.79,161.5,4.35,8.5,1.93,No,7.65
Sandy,Rice,1083.1,26.0,6.86,173.5,6.4,6.6,4.54,Yes,9.69
Sandy,Soybean,834.3,28.4,5.52,194.2,8.44,8.8,5.4,Yes,8.13
Peaty,Soybean,775.1,21.0,6.74,42.6,8.96,6.3,2.82,Yes,7.18
Peaty,Cotton,967.3,22.4,7.11,154.9,5.06,8.0,6.58,Yes,7.12
Clay,Barley,1315.7,29.8,6.65,52.1,8.19,7.2,3.24,No,6.13
Peaty,Cotton,1629.5,36.6,6.76,123.6,4.44,7.3,1.34,Yes,5.78
Clay,Wheat,872.0,25.3,6.34,132.3,5.1,5.9,4.83,No,8.26
Clay,Cotton,1073.7,20.0,6.24,135.6,1.65,5.2,2.95,Yes,6.37
Loamy,Soybean,944.8,27.2,6.86,162.9,6.53,9.1,0.8,,8.15
Clay,Maize,872.1,25.6,7.2,95.4,4.61,7.6,2.0,No,9.35
Clay,,623.9,,6.99,148.0,4.89,8.7,17.93,Yes,7.36
Sandy,Soybean,1086.2,20.0,5.86,142.7,3.27,7.4,1.4,Yes,7.53
Loamy,Rice,479.1,27.7,6.96,110.8,7.0,7.2,1.59,Yes,9.47
Sandy,Rice,854.6,22.4,6.73,170.0,3.69,9.9,6.42,Yes,9.17
Sandy,Maize,824.0,33.9,6.31,44.6,3.89,,1.14,Yes,10.01
Silty,Soybean,1428.4,,6.4,202.6,7.12,8.5,4.33,Yes,7.75
Clay,Cotton,743.4,17.3,5.54,204.7,6.45,8.1,,Yes,6.37
Clay,Cotton,218.5,22.7,7.39,118.4,7.7,3.9,7.28,Yes,6.74
Loamy,Soybean,686.6,26.7,7.1,226.6,4.22,7.8,8.33,No,7.94
Sandy,Maize,752.8,22.2,7.11,202.2,2.03,7.6,0.52,Yes,10.06
Sandy,Wheat,650.4,18.0,6.11,254.1,3.01,9.0,15.13,No,7.69
Loamy,Wheat,1110.5,27.2,6.73,143.6,3.97,8.6,,,9.77
Sandy,Barley,888.3,17.7,6.8,166.5,8.81,11.3,2.98,No,6.86
Peaty,Wheat,818.1,28.6,5.75,117.0,,,8.17,No,7.68
Peaty,Barley,891.4,15.0,6.44,81.2,5.9,,1.49,Yes,7.32
Loamy,Cotton,457.8,25.1,7.53,163.2,3.06,6.7,3.28,No,6.98
Loamy,Wheat,1405.2,31.9,6.06,191.8,7.47,4.9,3.74,Yes,8.59
Peaty,Cotton,963.3,18.9,6.72,147.6,4.41,6.3,2.27,No,7.35
Clay,Wheat,501.9,,7.27,99.7,5.82,7.4,1.57,Yes,8.17
Silty,Barley,909.0,23.9,7.5,233.1,7.41,,6.01,Yes,8.02
Silty,Cotton,563.2,25.9,5.01,104.0,4.47,8.3,3.25,Yes,7.35
Peaty,Barley,699.0,28.9,7.39,231.7,6.86,7.8,1.64,No,7.24
Peaty,Cotton,830.1,22.5,6.08,220.0,,8.0,2.16,No,6.57
Sandy,Barley,896.6,35.1,6.28,100.3,,5.1,1.06,Yes,6.48
Loamy,Soybean,794.7,24.2,6.36,228.6,1.35,6.5,6.52,Yes,8.54
Sandy,Barley,1128.4,29.4,6.4,103.1,,6.9,1.22,Yes,7.41
Loamy,Rice,1152.4,31.6,,157.1,4.3,6.3,12.04,Yes,10.69
Clay,Wheat,1204.6,23.7,6.31,121.4,6.1,,0.96,No,7.84
Peaty,Maize,828.7,23.7,8.04,79.1,5.48,7.3,1.66,Yes,9.61
Silty,Cotton,986.7,21.1,7.44,207.6,7.74,7.7,12.46,Yes,8.22
Sandy,Soybean,514.6,27.4,7.8,204.1,4.28,4.8,1.17,Yes,6.27
Clay,Cotton,1250.3,27.9,5.04,54.5,3.12,7.0,0.95,Yes,5.35
Peaty,Wheat,1390.3,22.6,5.84,15.0,6.13,7.2,2.76,Yes,7.29
,Rice,215.5,22.8,,119.5,1.22,4.1,,No,8.53
Peaty,Barley,1219.8,24.1,7.31,147.3,0.0,9.3,3.05,Yes,8.99
Sandy,Barley,805.7,33.0,7.32,148.4,,6.8,7.18,Yes,8.02
Sandy,Cotton,426.0,12.7,6.67,202.5,6.7,5.5,4.33,No,5.09
Silty,Rice,1059.1,28.7,7.49,207.6,5.73,8.2,8.06,Yes,10.03
Loamy,Barley,1063.8,28.1,5.56,126.6,8.67,4.8,0.48,Yes,7.64
Silty,Maize,828.3,31.8,6.3,186.8,8.47,5.8,1.07,No,9.9
Sandy,Rice,709.8,28.5,6.05,131.1,3.83,7.5,1.75,Yes,8.88
Silty,Barley,565.7,29.0,4.6,150.4,4.45,9.9,3.84,Yes,7.67
Loamy,Soybean,1248.2,24.6,,151.2,6.16,7.5,6.22,No,7.77
Sandy,Rice,1061.1,20.8,6.07,169.9,5.73,3.7,6.48,Yes,8.68
Silty,Soybean,953.6,31.2,7.01,88.2,3.75,7.4,3.97,No,6.96
Loamy,Maize,636.4,5.0,7.25,201.9,1.99,5.6,4.98,Yes,9.8
Sandy,,934.2,21.5,6.39,90.8,6.14,7.2,1.6,No,7.12
Clay,Cotton,1389.5,14.9,6.95,,,9.2,2.46,No,5.27
Peaty,Rice,658.9,25.7,7.17,250.5,5.38,7.9,6.41,Yes,9.35
Silty,Barley,1108.8,29.3,6.74,223.6,7.47,7.8,0.77,Yes,8.42
Silty,Soybean,992.8,32.1,6.26,126.1,5.9,6.6,2.29,Yes,8.25
Silty,Rice,1220.3,,7.12,144.7,4.66,5.2,1.48,No,8.77
Silty,Barley,,19.7,4.96,157.7,5.83,5.4,39.13,Yes,8.09
Clay,Soybean,984.6,24.5,6.06,119.0,9.73,4.8,2.79,No,6.98
Sandy,Wheat,847.2,27.8,5.97,206.4,3.83,8.6,3.22,Yes,7.72
Sandy,Barley,822.4,17.2,5.75,228.3,6.2,8.1,13.61,No,7.82
Clay,Barley,1322.1,26.8,5.98,,0.0,6.9,4.12,,7.91
Loamy,Cotton,932.0,15.6,7.37,,4.92,9.3,5.17,Yes,8.31
Silty,Barley,1033.6,21.5,5.53,,8.18,8.9,1.44,,9.1
Loamy,Barley,880.3,19.1,7.8,172.8,,7.7,1.72,Yes,9.15
Loamy,Soybean,672.5,23.0,7.32,163.0,8.28,8.2,3.54,Yes,8.91
Loamy,Soybean,591.7,24.2,8.13,157.4,6.79,9.7,0.59,No,8.0
Clay,Barley,732.1,16.4,5.44,139.7,8.31,8.8,1.4,Yes,8.23
Peaty,Barley,1128.9,22.7,6.97,155.7,10.67,8.5,2.15,No,7.46
Peaty,Cotton,1097.7,28.4,6.26,174.0,1.68,7.1,3.17,No,6.16
Sandy,Cotton,743.7,28.6,7.57,158.5,8.0,6.2,12.07,No,6.17
Peaty,Barley,356.3,30.0,5.31,191.2,6.45,6.5,0.32,Yes,7.17
Sandy,Wheat,1095.7,19.6,6.87,122.6,3.8,3.8,7.93,No,6.82
Loamy,Soybean,769.4,23.0,6.69,189.8,0.65,6.9,3.45,Yes,9.42
Sandy,Soybean,1062.5,21.4,,220.2,5.6,,4.26,Yes,7.21
Peaty,Cotton,814.7,22.5,7.0,181.0,4.48,5.9,0.98,Yes,7.05
Loamy,Soybean,1015.8,30.7,5.54,234.1,4.7,6.1,0.55,Yes,8.83
Silty,Soybean,567.9,25.0,6.79,171.9,5.64,8.4,1.98,No,7.5
Peaty,Rice,642.9,23.4,8.37,118.1,8.45,6.2,1.64,Yes,8.25
Peaty,Cotton,796.0,25.0,7.86,155.4,2.82,5.4,8.66,No,6.3
Clay,Barley,1210.3,22.4,6.57,84.6,3.75,8.5,15.35,No,7.54
Peaty,Barley,653.4,29.0,7.43,244.0,3.78,7.7,6.19,No,7.56
Sandy,Maize,713.8,31.7,6.02,313.6,4.16,8.6,1.3,Yes,9.49
Clay,Barley,1135.8,,7.41,184.3,6.82,9.4,14.9,Yes,8.44
Sandy,Barley,980.2,26.1,5.44,136.1,10.14,8.9,,Yes,8.1
Loamy,Maize,1169.6,19.6,5.98,201.7,,6.6,4.71,Yes,11.39
Sandy,Maize,743.8,21.0,5.69,143.6,1.77,7.0,2.83,Yes,10.55
Clay,Rice,366.0,18.2,7.75,182.5,3.24,4.2,4.7,No,6.62
Loamy,Soybean,791.7,26.2,5.16,126.3,4.42,7.8,4.25,No,7.87
Peaty,Soybean,917.0,28.3,7.19,178.9,6.81,6.3,5.91,Yes,8.01
Peaty,Maize,806.3,8.2,5.19,111.2,8.31,,2.93,Yes,9.62
Clay,Rice,841.4,28.2,5.56,127.8,5.95,8.1,5.29,No,9.06
Silty,Cotton,1017.6,27.5,5.72,129.4,,7.9,12.75,No,7.1
Clay,Barley,661.3,24.3,7.48,106.5,3.06,8.4,2.54,Yes,6.91
Clay,Maize,734.2,27.3,5.86,106.0,1.82,7.6,0.78,Yes,9.57
Loamy,Soybean,1136.7,23.1,6.73,,0.0,8.4,28.83,No,8.03
,Wheat,1181.0,17.2,7.35,164.6,5.75,7.9,0.77,Yes,9.19
Silty,Wheat,957.4,24.4,6.27,278.6,8.47,7.8,2.66,No,8.21
Peaty,Soybean,1197.6,31.5,6.55,135.9,7.4,8.7,9.87,Yes,7.46
Peaty,Maize,709.0,25.9,6.27,157.3,4.2,9.0,5.06,Yes,10.95
Sandy,Barley,1361.8,17.6,5.79,93.8,,7.1,19.79,Yes,8.68
Loamy,Cotton,1302.5,19.2,7.65,,0.28,5.4,2.51,No,6.97
Peaty,Maize,1186.4,28.3,5.67,276.7,5.43,8.2,4.15,Yes,11.02
Loamy,Soybean,1509.5,24.0,6.84,190.8,8.2,8.6,9.89,Yes,9.42
Silty,Cotton,846.3,25.3,7.33,132.3,4.31,6.0,2.39,No,7.18
Clay,Soybean,985.2,26.3,6.46,151.6,5.01,7.1,34.88,No,7.56
Clay,,1357.4,24.6,6.68,207.3,3.85,6.5,0.69,Yes,7.0
Peaty,Rice,514.5,28.3,6.34,179.8,2.99,9.0,3.71,Yes,9.71
Clay,Wheat,948.4,23.7,,99.3,8.56,8.1,5.06,No,7.27
Clay,Barley,1310.0,21.2,5.99,292.4,7.46,7.5,3.81,Yes,8.12
Silty,Rice,1049.4,44.4,5.94,164.4,7.84,6.5,2.4,No,6.24
Silty,Maize,834.8,16.9,6.65,,0.0,5.6,2.04,No,11.02
Silty,Barley,1202.9,23.6,6.48,50.0,3.45,8.3,19.94,Yes,8.52
Sandy,Rice,622.0,,5.67,152.6,6.2,7.5,3.22,Yes,8.79
Peaty,Soybean,867.5,27.8,6.11,140.0,2.28,5.2,3.61,Yes,8.18
Sandy,Maize,865.3,16.1,6.37,114.8,8.45,7.7,0.33,No,10.31
Loamy,Rice,746.7,27.2,5.83,177.0,2.49,5.8,2.46,Yes,9.65
Silty,Soybean,1099.5,34.0,,171.3,5.97,6.4,1.09,Yes,7.39
Loamy,Maize,1387.7,16.2,5.57,179.4,1.75,8.4,3.31,No,10.05
Loamy,Barley,574.0,30.4,4.42,134.1,6.88,9.9,1.05,Yes,7.23
Sandy,Rice,462.9,33.9,6.15,183.9,4.27,8.7,11.45,Yes,8.49
Peaty,Soybean,523.9,19.9,6.08,154.5,,8.6,2.95,Yes,9.37
Peaty,Maize,1313.6,26.9,5.75,65.4,8.67,8.4,6.38,Yes,10.1
Peaty,Soybean,576.2,23.8,6.55,186.1,6.46,10.0,3.6,No,7.18
Sandy,Soybean,1031.0,21.7,5.41,125.2,5.61,3.9,2.71,No,6.6
Sandy,Maize,479.4,16.5,7.74,157.7,2.62,7.4,0.9,No,8.98
Peaty,Rice,941.4,22.5,6.13,110.5,7.2,6.8,6.55,No,8.45
Peaty,Wheat,927.2,27.5,7.24,206.7,5.94,6.5,1.94,Yes,8.51
Silty,,1174.8,26.8,7.55,173.1,3.11,6.1,1.18,Yes,8.49
Sandy,Rice,,31.7,6.26,171.4,5.07,7.1,3.87,Yes,8.39
